Radio,Cell,Lon,Lat,Nearest_Distance,RSCP,Traffic,Ecno,Area coverage,Predict
2,6084,36.895866,-1.28334,0.77605707,-85,0,-10,0.77605707,0
3,72207522,36.841507,-1.281967,0.776057477,-85,0,-10,0.776057477,0
2,14760,36.946793,-1.162033,0.776509788,-85,0,-10,0.776509788,0
2,4771,36.870593,-1.329082,0.776821301,-85,0,-10,0.776821301,0
2,39904,36.803401,-1.29841,0.776941837,-85,0,-10,0.776941837,0
2,535,37.156704,-0.724862,0.776999546,-85,0,-10,0.776999546,0
2,24659,39.666962,-4.052719,0.777011221,-85,0,-10,0.777011221,0
3,72451846,36.763687,-1.390915,0.777189492,-85,0,-10,0.777189492,0
3,196854330,39.89891052,-3.494338989,0.777243645,-85,0,-10,0.777243645,0
3,196899984,40.01838684,-3.308944702,0.777387356,-85,0,-10,0.777387356,0
4,7964933,39.669988,-4.050864,0.7774539,-85,0,-10,0.7774539,0
4,2894594,36.663996,-1.381556,0.777476221,-85,0,-10,0.777476221,0
2,8330,37.569809,-2.953262,0.777639406,-85,0,-10,0.777639406,0
2,1014,36.825616,-1.284975,0.777836396,-85,0,-10,0.777836396,0
3,196657172,38.0683136,-2.594833374,0.777868833,-85,0,-10,0.777868833,0
2,11662,37.67555237,-2.193832397,0.778087676,-85,0,-10,0.778087676,0
3,196657030,37.31987,-1.963119507,0.778195889,-85,0,-10,0.778195889,0
3,472840,36.82676,-1.267155,0.778285514,-85,0,-10,0.778285514,0
2,12590,36.928329,-1.375809,0.778849307,-85,0,-10,0.778849307,0
3,196855740,39.667327,-4.046099,0.779321069,-85,0,-10,0.779321069,0
3,423724,36.743546,-1.397324,0.780245105,-85,0,-10,0.780245105,0
3,513923,36.881332,-1.307602,0.780273942,-85,0,-10,0.780273942,0
2,424,36.815491,-1.306229,0.780274375,-85,0,-10,0.780274375,0
3,78695714,36.876068,-1.290894,0.7802791,-85,0,-10,0.7802791,0
2,473,36.799393,-1.220169,0.78030022,-85,0,-10,0.78030022,0
3,33599774,36.924362,-1.182371,0.780326363,-85,0,-10,0.780326363,0
2,10681,36.580582,-0.880508,0.780413555,-85,0,-10,0.780413555,0
3,196666470,39.669228,-4.068031,0.780618175,-85,0,-10,0.780618175,0
3,33677970,39.682446,-4.044342,0.780641053,-85,0,-10,0.780641053,0
2,9030,39.662533,-4.043827,0.780707181,-85,0,-10,0.780707181,0
2,24963,36.886668,-1.294327,0.780833887,-85,0,-10,0.780833887,0
2,8251,35.289917,0.511093,0.781703677,-85,0,-10,0.781703677,0
3,98477677,36.841793,-1.325569,0.782380459,-85,0,-10,0.782380459,0
2,39565,36.799393,-1.312866,0.78238445,-85,0,-10,0.78238445,0
4,2686214,36.805229,-1.297932,0.782389098,-85,0,-10,0.782389098,0
3,65651996,36.839218,-1.284714,0.782393176,-85,0,-10,0.782393176,0
2,5050,36.905651,-1.258621,0.782401073,-85,0,-10,0.782401073,0
3,510339,36.808662,-1.274071,0.782507585,-85,0,-10,0.782507585,0
3,98478932,36.822658,-1.310402,0.782945982,-85,0,-10,0.782945982,0
3,19831935,39.677811,-4.058075,0.783476553,-85,0,-10,0.783476553,0
3,137684635,34.748611,-0.097733,0.784375943,-85,0,-10,0.784375943,0
2,3070,36.867001,-1.242036,0.78474342,-85,0,-10,0.78474342,0
2,415,36.810791,-1.273865,0.785287472,-85,0,-10,0.785287472,0
3,137668722,34.759173,-0.111335,0.785332696,-85,0,-10,0.785332696,0
3,65628737,36.824112,-1.273727,0.786843228,-85,0,-10,0.786843228,0
2,13121,39.689255,-4.018478,0.786988426,-85,0,-10,0.786988426,0
2,182,36.810989,-1.305313,0.787055796,-85,0,-10,0.787055796,0
2,11021,40.115204,-3.226547,0.787858761,-85,0,-10,0.787858761,0
3,403568,36.803836,-1.218796,0.788416011,-85,0,-10,0.788416011,0
2,1163,36.777878,-1.320419,0.788718519,-85,0,-10,0.788718519,0
3,19893531,36.905594,-1.309433,0.788721987,-85,0,-10,0.788721987,0
3,98479932,36.843796,-1.30806,0.788722416,-85,0,-10,0.788722416,0
3,118020336,36.805573,-1.298904,0.788725278,-85,0,-10,0.788725278,0
3,78691135,36.904221,-1.29364,0.78872693,-85,0,-10,0.78872693,0
3,65653981,36.834412,-1.281967,0.788730535,-85,0,-10,0.788730535,0
3,72200918,36.830063,-1.275101,0.788732655,-85,0,-10,0.788732655,0
3,469435,36.809464,-1.264572,0.78873586,-85,0,-10,0.78873586,0
2,44901,36.807404,-1.263199,0.788736283,-85,0,-10,0.788736283,0
3,65576614,36.818619,-1.259537,0.788737385,-85,0,-10,0.788737385,0
2,3395,36.913834,-1.257248,0.788738082,-85,0,-10,0.788738082,0
3,72132882,36.89003,-1.239853,0.788743304,-85,0,-10,0.788743304,0
2,5246,36.794357,-1.320419,0.788829685,-85,0,-10,0.788829685,0
3,262367582,37.018204,-1.094284,0.788838123,-85,0,-10,0.788838123,0
3,469599,36.765518,-1.262741,0.788847577,-85,0,-10,0.788847577,0
3,72140166,36.893234,-1.238022,0.788855009,-85,0,-10,0.788855009,0
2,20055,36.706695,-1.233215,0.788856437,-85,0,-10,0.788856437,0
2,34171,37.137909,-1.544437,0.788870627,-85,0,-10,0.788870627,0
3,72463095,36.620178,-0.956497,0.788929257,-85,0,-10,0.788929257,0
3,33808755,37.458344,-0.526199,0.788959633,-85,0,-10,0.788959633,0
2,8436,35.29747,0.506516,0.78896206,-85,0,-10,0.78896206,0
2,12802,34.764633,-0.667419,0.788985667,-85,0,-10,0.788985667,0
3,501273,37.267227,-1.516342,0.789062752,-85,0,-10,0.789062752,0
2,11140,34.990082,0.988312,0.789221508,-85,0,-10,0.789221508,0
2,24646,39.625376,-4.029049,0.789321373,-85,0,-10,0.789321373,0
2,5145,36.813616,-1.323068,0.789607122,-85,0,-10,0.789607122,0
4,7988994,38.57780457,-3.405075073,0.789858958,-85,0,-10,0.789858958,0
2,35263,36.414632,-0.69802,0.790095047,-85,0,-10,0.790095047,0
2,12405,35.30962,0.498098,0.791126894,-85,0,-10,0.791126894,0
3,33084570,35.59776306,3.115310669,0.791182612,-85,0,-10,0.791182612,0
2,10302,34.56678,0.565826,0.79143418,-85,0,-10,0.79143418,0
3,65580615,36.74609,-1.266631,0.791752577,-85,0,-10,0.791752577,0
3,630066,39.663803,-4.048874,0.792061185,-85,0,-10,0.792061185,0
3,34128255,36.783371,-1.297684,0.792062192,-85,0,-10,0.792062192,0
3,65586040,36.77912,-1.260975,0.792405501,-85,0,-10,0.792405501,0
3,371163,34.770327,-0.671289,0.792511441,-85,0,-10,0.792511441,0
2,19409,36.794322,-1.251755,0.792741788,-85,0,-10,0.792741788,0
2,31701,39.84394,-3.632296,0.792913488,-85,0,-10,0.792913488,0
3,368702,34.758461,-0.094454,0.79293896,-85,0,-10,0.79293896,0
2,34913,36.821289,-1.273422,0.793079371,-85,0,-10,0.793079371,0
2,1382,36.818619,-1.284452,0.793732413,-85,0,-10,0.793732413,0
3,98459252,36.844711,-1.327972,0.793829696,-85,0,-10,0.793829696,0
3,78669275,36.874649,-1.295975,0.793839857,-85,0,-10,0.793839857,0
3,33590103,36.895523,-1.228065,0.793896604,-85,0,-10,0.793896604,0
3,500498,36.975174,-1.436462,0.793939618,-85,0,-10,0.793939618,0
2,2646,34.202225,-0.437393,0.794019832,-85,0,-10,0.794019832,0
2,772,34.724075,0.048752,0.79404268,-85,0,-10,0.79404268,0
3,262201622,37.120468,-0.481888,0.794080783,-85,0,-10,0.794080783,0
3,368253,36.125931,-0.296631,0.794178454,-85,0,-10,0.794178454,0
2,261,34.777908,-0.10849,0.794187657,-85,0,-10,0.794187657,0
3,34128250,36.786336,-1.293177,0.794397341,-85,0,-10,0.794397341,0
2,9356,35.002029,1.015274,0.794471241,-85,0,-10,0.794471241,0
3,33539796,36.807203,-1.316428,0.794559297,-85,0,-10,0.794559297,0
3,471071,36.84166,-1.293259,0.79473032,-85,0,-10,0.79473032,0
2,2000,36.821442,-1.310577,0.79505846,-85,0,-10,0.79505846,0
3,196854329,39.902573,-3.485184,0.795599877,-85,0,-10,0.795599877,0
3,33514656,36.805961,-1.31218,0.796502721,-85,0,-10,0.796502721,0
2,13622,36.062543,-0.30124,0.796863774,-85,0,-10,0.796863774,0
3,273915,36.813126,-1.270065,0.797182924,-85,0,-10,0.797182924,0
3,98426216,36.819305,-1.312866,0.797280656,-85,0,-10,0.797280656,0
3,471541,36.757736,-1.29982,0.79728481,-85,0,-10,0.79728481,0
2,2312,36.848831,-1.294077,0.797286992,-85,0,-10,0.797286992,0
3,150829630,35.289078,0.510788,0.797503088,-85,0,-10,0.797503088,0
2,36868,35.280876,0.513268,0.797512067,-85,0,-10,0.797512067,0
3,262388478,37.165371,-0.724613,0.799255972,-85,0,-10,0.799255972,0
3,171380,39.626656,-4.027519,0.799624613,-85,0,-10,0.799624613,0
3,196657201,39.589577,-4.00898,0.799642788,-85,0,-10,0.799642788,0
3,196838138,39.651031,-4.048805,0.799714564,-85,0,-10,0.799714564,0
4,7830532,37.062476,-1.045369,0.799725664,-85,0,-10,0.799725664,0
2,26303,35.011965,1.017714,0.799982866,-85,0,-10,0.799982866,0
2,2730,37.087784,0.024033,0.800186695,-85,0,-10,0.800186695,0
3,196839960,39.674038,-4.076017,0.800192473,-85,0,-10,0.800192473,0
3,19757688,36.817108,-1.283752,0.80073733,-85,0,-10,0.80073733,0
2,10130,36.964452,-0.425695,0.80096435,-85,0,-10,0.80096435,0
2,4186,40.108337,-3.220367,0.801357668,-85,0,-10,0.801357668,0
3,72459332,36.759911,-1.336212,0.801386251,-85,0,-10,0.801386251,0
3,34124391,36.757851,-1.30085,0.801397627,-85,0,-10,0.801397627,0
2,6165,36.891747,-1.300507,0.80139774,-85,0,-10,0.80139774,0
2,5744,36.760941,-1.29158,0.801400568,-85,0,-10,0.801400568,0
2,664,36.833382,-1.255417,0.801411808,-85,0,-10,0.801411808,0
2,10164,35.873795,-1.089363,0.801459338,-85,0,-10,0.801459338,0
2,8036,38.004799,-1.371918,0.801485602,-85,0,-10,0.801485602,0
2,2286,36.858444,-1.331062,0.801499095,-85,0,-10,0.801499095,0
2,8712,36.852608,-1.316299,0.801503863,-85,0,-10,0.801503863,0
2,2004,36.823082,-1.307991,0.801507012,-85,0,-10,0.801507012,0
3,118008712,36.797676,-1.300507,0.801508907,-85,0,-10,0.801508907,0
3,274626,36.827888,-1.295357,0.801510531,-85,0,-10,0.801510531,0
2,4541,36.829948,-1.276131,0.801516581,-85,0,-10,0.801516581,0
2,491,36.836128,-1.270981,0.801518178,-85,0,-10,0.801518178,0
2,2941,36.823082,-1.267548,0.80151924,-85,0,-10,0.80151924,0
2,24915,36.809692,-1.261711,0.801521045,-85,0,-10,0.801521045,0
2,6467,36.793556,-1.257591,0.801522304,-85,0,-10,0.801522304,0
2,34960,36.870804,-1.251068,0.801524306,-85,0,-10,0.801524306,0
3,72132944,36.906509,-1.243172,0.801526712,-85,0,-10,0.801526712,0
2,20264,36.769867,-1.233215,0.801529726,-85,0,-10,0.801529726,0
2,39955,36.805916,-1.222229,0.80153302,-85,0,-10,0.80153302,0
3,33590418,36.902046,-1.216049,0.801534859,-85,0,-10,0.801534859,0
3,72473235,36.725235,-1.198883,0.801539924,-85,0,-10,0.801539924,0
2,14002,36.898613,-1.18103,0.801545108,-85,0,-10,0.801545108,0
3,131104520,36.077385,-0.290451,0.801705119,-85,0,-10,0.801705119,0
3,368202,36.075554,-0.283356,0.801705614,-85,0,-10,0.801705614,0
3,137665884,34.763832,-0.11467,0.801713809,-85,0,-10,0.801713809,0
2,8422,38.131142,-2.663155,0.802356476,-85,0,-10,0.802356476,0
3,118060016,36.814364,-1.283124,0.802403725,-85,0,-10,0.802403725,0
3,196665071,39.545975,-4.349899,0.802794065,-85,0,-10,0.802794065,0
2,9592,39.739265,-3.934135,0.803455751,-85,0,-10,0.803455751,0
3,368601,34.759041,-0.107095,0.803485482,-85,0,-10,0.803485482,0
3,196853410,39.055023,-3.726426,0.803659574,-85,0,-10,0.803659574,0
3,118016372,36.821194,-1.303082,0.804191648,-85,0,-10,0.804191648,0
3,34526227,35.304794,0.50148,0.804388315,-85,0,-10,0.804388315,0
2,14825,39.661135,-4.060331,0.805138024,-85,0,-10,0.805138024,0
3,65566214,36.789436,-1.258621,0.805412873,-85,0,-10,0.805412873,0
3,98419850,36.797134,-1.299025,0.805511358,-85,0,-10,0.805511358,0
2,3080,36.867233,-1.252029,0.805653488,-85,0,-10,0.805653488,0
3,98466577,36.86544,-1.330368,0.806502356,-85,0,-10,0.806502356,0
3,171205,39.663329,-4.057763,0.806589874,-85,0,-10,0.806589874,0
3,500475,36.967621,-1.474228,0.806896795,-85,0,-10,0.806896795,0
4,2663941,36.861387,-1.296877,0.80695722,-85,0,-10,0.80695722,0
3,34525026,36.361313,0.023575,0.807196263,-85,0,-10,0.807196263,0
3,137670216,34.873159,-0.168423,0.808066225,-85,0,-10,0.808066225,0
3,65586444,36.769867,-1.254501,0.809082701,-85,0,-10,0.809082701,0
2,15534,36.890717,-1.217422,0.809093996,-85,0,-10,0.809093996,0
2,11222,39.649887,-4.056931,0.812350983,-85,0,-10,0.812350983,0
3,196863279,39.670029,-4.04686,0.812361085,-85,0,-10,0.812361085,0
2,9521,39.719467,-4.025345,0.812560816,-85,0,-10,0.812560816,0
2,22144,39.566116,-4.323349,0.812584363,-85,0,-10,0.812584363,0
2,8812,39.224624,-3.774148,0.812724364,-85,0,-10,0.812724364,0
3,150893557,35.601425,3.12355,0.81322505,-85,0,-10,0.81322505,0
2,12110,39.390335,-4.537125,0.81343561,-85,0,-10,0.81343561,0
2,14081,40.103073,-3.226089,0.81349627,-85,0,-10,0.81349627,0
2,3841,36.835098,-1.275226,0.813752575,-85,0,-10,0.813752575,0
3,470664,36.868973,-1.332779,0.814171321,-85,0,-10,0.814171321,0
2,4840,36.879959,-1.330948,0.814171918,-85,0,-10,0.814171918,0
3,33514031,36.791153,-1.327972,0.814172904,-85,0,-10,0.814172904,0
2,3003,37.061005,-1.497437,0.814177813,-85,0,-10,0.814177813,0
3,65623788,36.833954,-1.292953,0.814184289,-85,0,-10,0.814184289,0
3,118005372,36.799393,-1.292496,0.814184438,-85,0,-10,0.814184438,0
2,21101,36.785202,-1.292038,0.814184582,-85,0,-10,0.814184582,0
3,470773,36.801682,-1.291122,0.814184881,-85,0,-10,0.814184881,0
3,65651828,36.832352,-1.289291,0.814185457,-85,0,-10,0.814185457,0
3,34185336,36.82627,-1.286283,0.814186431,-85,0,-10,0.814186431,0
2,1882,36.757736,-1.285629,0.81418663,-85,0,-10,0.81418663,0
3,34195818,36.811295,-1.285629,0.81418663,-85,0,-10,0.81418663,0
2,1733,36.833267,-1.285629,0.81418663,-85,0,-10,0.81418663,0
3,65652060,36.810379,-1.272812,0.814190692,-85,0,-10,0.814190692,0
2,6815,36.807175,-1.271744,0.81419253,-85,0,-10,0.81419253,0
3,454831,36.694565,-1.261826,0.814194152,-85,0,-10,0.814194152,0
2,890,36.874466,-1.261826,0.814194152,-85,0,-10,0.814194152,0
3,72145624,36.876297,-1.261368,0.814194296,-85,0,-10,0.814194296,0
3,72114356,36.880417,-1.26091,0.814194439,-85,0,-10,0.814194439,0
3,65586552,36.824799,-1.257248,0.814195591,-85,0,-10,0.814195591,0
3,65557248,36.78978,-1.255875,0.814196017,-85,0,-10,0.814196017,0
2,2446,36.86348,-1.255875,0.814196017,-85,0,-10,0.814196017,0
2,2442,36.861649,-1.255417,0.814196155,-85,0,-10,0.814196155,0
3,72135784,36.880417,-1.253128,0.814196864,-85,0,-10,0.814196864,0
2,10575,36.911545,-1.243973,0.814199697,-85,0,-10,0.814199697,0
4,2565892,36.877213,-1.233902,0.814202797,-85,0,-10,0.814202797,0
3,72462310,36.697769,-1.225662,0.814205315,-85,0,-10,0.814205315,0
3,33590486,36.926651,-1.193619,0.814214929,-85,0,-10,0.814214929,0
3,72535906,36.93306,-1.179428,0.814219096,-85,0,-10,0.814219096,0
3,33609198,36.931229,-1.173019,0.814220967,-85,0,-10,0.814220967,0
3,150913223,35.008621,1.006851,0.814265895,-85,0,-10,0.814265895,0
2,12361,36.744003,-1.339645,0.814280218,-85,0,-10,0.814280218,0
2,771,36.792068,-1.312866,0.814289017,-85,0,-10,0.814289017,0
3,19757921,36.792068,-1.292496,0.814295603,-85,0,-10,0.814295603,0
2,2476,36.875381,-1.289291,0.814296627,-85,0,-10,0.814296627,0
3,34104944,36.792068,-1.287918,0.814297069,-85,0,-10,0.814297069,0
2,1996,36.807861,-1.273041,0.814301795,-85,0,-10,0.814301795,0
3,33605922,36.802139,-1.264572,0.814304463,-85,0,-10,0.814304463,0
3,150893318,34.994888,1.012802,0.814375588,-85,0,-10,0.814375588,0
2,2892,37.302933,-0.732651,0.814436255,-85,0,-10,0.814436255,0
2,26907,34.600754,0.01799,0.814455853,-85,0,-10,0.814455853,0
2,18216,39.649429,-0.466232,0.814475871,-85,0,-10,0.814475871,0
2,11325,35.881119,-1.085129,0.814643687,-85,0,-10,0.814643687,0
3,137732327,34.109573,0.457077,0.814763721,-85,0,-10,0.814763721,0
2,11065,39.627823,-4.027313,0.815388271,-85,0,-10,0.815388271,0
3,150911312,35.044327,0.967484,0.815859579,-85,0,-10,0.815859579,0
2,12924,39.668394,-4.040909,0.816027364,-85,0,-10,0.816027364,0
4,2612485,36.830893,-1.315527,0.816401399,-85,0,-10,0.816401399,0
3,196862792,39.663391,-4.062881,0.818778079,-85,0,-10,0.818778079,0
2,13285,39.693775,-4.030609,0.81881071,-85,0,-10,0.81881071,0
3,33678600,39.73875,-3.973274,0.818855287,-85,0,-10,0.818855287,0
2,11400,39.677124,-4.062881,0.818888037,-85,0,-10,0.818888037,0
2,15326,36.357721,0.023821,0.819296215,-85,0,-10,0.819296215,0
2,10685,36.803407,-1.323483,0.81940024,-85,0,-10,0.81940024,0
3,19836004,40.089798,-3.241653,0.819416513,-85,0,-10,0.819416513,0
2,9920,40.096207,-3.069077,0.819687801,-85,0,-10,0.819687801,0
3,368265,36.116082,-0.293198,0.820274229,-85,0,-10,0.820274229,0
3,33678430,39.707251,-4.004002,0.820284936,-85,0,-10,0.820284936,0
3,72197168,36.798706,-1.274289,0.82052678,-85,0,-10,0.82052678,0
3,406494,36.885395,-1.218624,0.820561489,-85,0,-10,0.820561489,0
2,20,36.972942,-1.151333,0.820609898,-85,0,-10,0.820609898,0
3,72271823,36.83012,-1.267891,0.82063998,-85,0,-10,0.82063998,0
3,144200734,34.775661,0.602991,0.821465199,-85,0,-10,0.821465199,0
3,72265867,36.844894,-1.172195,0.821558666,-85,0,-10,0.821558666,0
2,15023,35.872353,-1.086067,0.821809216,-85,0,-10,0.821809216,0
3,196657250,39.38529968,-4.623184204,0.821962716,-85,0,-10,0.821962716,0
2,11650,38.0683136,-2.60307312,0.82221402,-85,0,-10,0.82221402,0
3,262523522,37.98866272,-2.469863892,0.822225661,-85,0,-10,0.822225661,0
3,196863003,39.62645,-4.026077,0.822475657,-85,0,-10,0.822475657,0
2,8872,39.656387,-4.060684,0.822502832,-85,0,-10,0.822502832,0
2,9001,39.662979,-4.059311,0.822552853,-85,0,-10,0.822552853,0
3,65626022,36.821365,-1.278419,0.823305254,-85,0,-10,0.823305254,0
2,10525,39.861465,-3.631027,0.823419221,-85,0,-10,0.823419221,0
2,13826,35.60874939,3.123550415,0.823894593,-85,0,-10,0.823894593,0
2,2880,36.824486,-1.267735,0.823976988,-85,0,-10,0.823976988,0
3,33539566,36.790604,-1.301468,0.824297685,-85,0,-10,0.824297685,0
3,118006771,36.800217,-1.290207,0.824301347,-85,0,-10,0.824301347,0
2,3264,36.900192,-1.279495,0.824415958,-85,0,-10,0.824415958,0
3,72273038,36.863251,-1.251755,0.82442478,-85,0,-10,0.82442478,0
2,12954,36.926834,-1.231705,0.824431039,-85,0,-10,0.824431039,0
3,72273533,36.833725,-1.17485,0.824448224,-85,0,-10,0.824448224,0
3,34464281,40.084991,1.735153,0.825714614,-85,0,-10,0.825714614,0
3,20283265,36.849518,-1.305313,0.825741585,-85,0,-10,0.825741585,0
3,2686980,36.815061,-1.27198,0.825865981,-85,0,-10,0.825865981,0
2,1071,36.82703,-1.287289,0.825974471,-85,0,-10,0.825974471,0
3,33606308,36.837739,-1.254501,0.825980276,-85,0,-10,0.825980276,0
3,34464040,37.98912,2.331161,0.826494497,-85,0,-10,0.826494497,0
3,33678229,39.74372864,-3.980484009,0.826697099,-85,0,-10,0.826697099,0
2,4985,36.809006,-1.291122,0.826857888,-85,0,-10,0.826857888,0
2,686,36.808434,-1.278648,0.826863829,-85,0,-10,0.826863829,0
3,33536218,36.891403,-1.311493,0.826962369,-85,0,-10,0.826962369,0
3,33516647,36.779823,-1.288147,0.826970014,-85,0,-10,0.826970014,0
2,9810,40.023095,-3.349947,0.827703184,-85,0,-10,0.827703184,0
3,468866,36.777526,-1.258621,0.82786883,-85,0,-10,0.82786883,0
4,7908357,39.678353,-4.063565,0.827880168,-85,0,-10,0.827880168,0
2,14714,34.277115,-0.969315,0.82809449,-85,0,-10,0.82809449,0
4,2824960,36.817245,-1.313095,0.828184662,-85,0,-10,0.828184662,0
2,2155,36.826074,-1.289684,0.828748373,-85,0,-10,0.828748373,0
2,12195,35.115227,1.236947,0.828797696,-85,0,-10,0.828797696,0
3,65647431,36.830978,-1.283537,0.829083954,-85,0,-10,0.829083954,0
3,196666515,39.691849,-4.049149,0.829329155,-85,0,-10,0.829329155,0
4,2613254,36.81431,-1.282784,0.829528658,-85,0,-10,0.829528658,0
3,33609056,36.888264,-1.221739,0.829995281,-85,0,-10,0.829995281,0
4,5150981,34.109116,0.459366,0.83059724,-85,0,-10,0.83059724,0
4,2610180,36.803513,-1.305313,0.831077556,-85,0,-10,0.831077556,0
4,2663685,36.777267,-1.330948,0.831180156,-85,0,-10,0.831180156,0
3,78699776,36.853409,-1.296158,0.831191737,-85,0,-10,0.831191737,0
4,2825733,36.817245,-1.26091,0.831203149,-85,0,-10,0.831203149,0
2,241,35.242081,0.542503,0.831259937,-85,0,-10,0.831259937,0
3,19786758,36.075211,-0.282669,0.83128315,-85,0,-10,0.83128315,0
3,137684622,34.761429,-0.105057,0.831403075,-85,0,-10,0.831403075,0
2,15641,36.684208,-1.24815,0.833343512,-85,0,-10,0.833343512,0
3,78685722,36.890259,-1.287918,0.834529433,-85,0,-10,0.834529433,0
2,1925,36.790512,-1.262192,0.834537775,-85,0,-10,0.834537775,0
3,144200492,34.553619,0.562949,0.834879163,-85,0,-10,0.834879163,0
2,6460,36.796681,-1.258621,0.835761763,-85,0,-10,0.835761763,0
3,65654314,36.822739,-1.281771,0.835976608,-85,0,-10,0.835976608,0
2,820,37.081114,-1.002404,0.836294018,-85,0,-10,0.836294018,0
2,1084,36.825485,-1.286018,0.837086896,-85,0,-10,0.837086896,0
3,196663451,39.42512512,-4.514694214,0.837262661,-85,0,-10,0.837262661,0
3,262386430,37.068954,-1.039411,0.837392487,-85,0,-10,0.837392487,0
3,19832227,39.670258,-4.058075,0.837749624,-85,0,-10,0.837749624,0
2,11296,39.685364,-4.050522,0.837757451,-85,0,-10,0.837757451,0
3,196854962,39.657211,-4.044342,0.837763841,-85,0,-10,0.837763841,0
2,9686,39.614639,-4.036789,0.837771646,-85,0,-10,0.837771646,0
2,14682,39.673004,-4.036102,0.83777235,-85,0,-10,0.83777235,0
3,33678359,39.626312,-4.026489,0.837782264,-85,0,-10,0.837782264,0
3,196835849,39.619446,-4.007263,0.837801999,-85,0,-10,0.837801999,0
2,12902,39.705963,-4.025116,0.837812068,-85,0,-10,0.837812068,0
2,10756,35.592957,3.118057,0.838674113,-85,0,-10,0.838674113,0
2,14421,36.892941,-1.218631,0.838887493,-85,0,-10,0.838887493,0
2,2193,39.86320496,-3.59046936,0.839080453,-85,0,-10,0.839080453,0
3,72472355,36.717911,-1.40007,0.839604545,-85,0,-10,0.839604545,0
3,72460806,36.765747,-1.39183,0.839607497,-85,0,-10,0.839607497,0
3,72459535,36.745148,-1.365051,0.839616932,-85,0,-10,0.839616932,0
2,3745,36.901016,-1.35109,0.839621789,-85,0,-10,0.839621789,0
3,511941,36.756134,-1.336899,0.839626663,-85,0,-10,0.839626663,0
2,74,36.881104,-1.329346,0.839629244,-85,0,-10,0.839629244,0
3,468945,36.78566,-1.325226,0.839630645,-85,0,-10,0.839630645,0
2,5134,36.804199,-1.323166,0.839631332,-85,0,-10,0.839631332,0
3,470538,36.887283,-1.322479,0.839631574,-85,0,-10,0.839631574,0
2,5190,36.88385,-1.315613,0.839633882,-85,0,-10,0.839633882,0
2,3495,36.88179,-1.31218,0.839635041,-85,0,-10,0.839635041,0
2,14980,36.868744,-1.307373,0.839636656,-85,0,-10,0.839636656,0
3,33533312,36.88179,-1.306,0.839637107,-85,0,-10,0.839637107,0
2,20292,36.780167,-1.302567,0.839638261,-85,0,-10,0.839638261,0
2,1384,36.782227,-1.300507,0.839638943,-85,0,-10,0.839638943,0
3,19758772,36.776047,-1.295013,0.839640767,-85,0,-10,0.839640767,0
3,20281588,36.805229,-1.293297,0.839641326,-85,0,-10,0.839641326,0
3,472063,36.876297,-1.288834,0.839642802,-85,0,-10,0.839642802,0
3,117992644,36.805573,-1.288147,0.839643032,-85,0,-10,0.839643032,0
2,995,36.819077,-1.287575,0.83964322,-85,0,-10,0.83964322,0
3,65578671,36.77948,-1.286774,0.839643483,-85,0,-10,0.839643483,0
3,34189076,36.835785,-1.28643,0.839643596,-85,0,-10,0.839643596,0
3,472101,36.786804,-1.282883,0.839644766,-85,0,-10,0.839644766,0
3,273055,36.822739,-1.280937,0.83964541,-85,0,-10,0.83964541,0
3,65629307,36.806946,-1.279907,0.839645737,-85,0,-10,0.839645737,0
3,470140,36.884537,-1.278534,0.839646193,-85,0,-10,0.839646193,0
3,98338650,37.118683,-1.277847,0.839646414,-85,0,-10,0.839646414,0
2,191,36.827545,-1.277504,0.839646521,-85,0,-10,0.839646521,0
3,72197471,36.836472,-1.272354,0.839648206,-85,0,-10,0.839648206,0
2,1541,36.808319,-1.271667,0.839648431,-85,0,-10,0.839648431,0
3,72200922,36.78772,-1.268234,0.839649548,-85,0,-10,0.839649548,0
3,65578115,36.804199,-1.267548,0.839649768,-85,0,-10,0.839649768,0
2,2395,36.846428,-1.265831,0.839650326,-85,0,-10,0.839650326,0
2,1501,36.661377,-1.259308,0.839652435,-85,0,-10,0.839652435,0
2,34968,36.98822,-1.259308,0.839652435,-85,0,-10,0.839652435,0
3,72196956,36.842651,-1.248322,0.839655961,-85,0,-10,0.839655961,0
2,4596,36.86348,-1.246719,0.839656466,-85,0,-10,0.839656466,0
2,645,36.874924,-1.233215,0.839660749,-85,0,-10,0.839660749,0
3,405014,36.800079,-1.231842,0.839661189,-85,0,-10,0.839661189,0
3,262515990,37.260818,-1.533966,0.839665461,-85,0,-10,0.839665461,0
2,13830,36.927109,-1.213303,0.839666979,-85,0,-10,0.839666979,0
3,33606456,36.901703,-1.18515,0.839675615,-85,0,-10,0.839675615,0
3,33610132,36.926422,-1.176453,0.839678244,-85,0,-10,0.839678244,0
2,34,36.954575,-1.150131,0.83968608,-85,0,-10,0.83968608,0
2,4494,37.021637,-1.094742,0.839701987,-85,0,-10,0.839701987,0
2,1022,35.873108,-1.086273,0.839704337,-85,0,-10,0.839704337,0
2,36114,37.042923,-1.07872,0.839706436,-85,0,-10,0.839706436,0
3,262397776,37.078171,-1.047821,0.839714834,-85,0,-10,0.839714834,0
3,262383188,37.075424,-1.036835,0.839717764,-85,0,-10,0.839717764,0
2,11600,38.009605,-1.372261,0.839725567,-85,0,-10,0.839725567,0
2,12702,36.732101,-1.369858,0.839726415,-85,0,-10,0.839726415,0
