Cell-ID,Longitude,Latitude,Nearest_Distance,Area-Coverage,Range,Technology,Predict
2382,45.8318962,9.019011764,1.250212951,47,2796,2,1
9481,45.83309672,9.030192509,0.658481335,5126,1000,2,1
3329,45.83430086,9.035993739,1.623741975,4068,1000,2,1
7816,45.83480459,9.021399553,1.13226566,5126,1000,2,1
884,45.83512841,9.031577239,0.334475863,5126,1000,2,1
8033,45.83588949,9.028664651,0.174037894,45019,1000,3,1
3163,45.83645005,9.027200673,0.901846437,45019,1000,3,1
6996,45.83728022,9.035269627,0.233332886,45019,1000,3,1
12199,45.83866147,9.033675091,1.28812306,45019,18712,3,1
1120,45.83868159,9.022090739,2.133608915,122,1000,2,1
10976,45.83886074,9.002903549,2.190708966,45019,1000,3,1
6392,45.83907022,9.022603982,2.141837845,45019,1499,3,1
12641,45.83951135,9.003346899,1.687395107,45019,1000,3,1
12760,45.83981159,9.018519111,4.406757904,331,1766,3,1
3825,45.84082125,8.978900733,5.359850781,331,1000,3,1
3214,45.84169686,9.027095271,0.826472954,331,1000,3,1
7946,45.84219444,9.034511658,4.750218691,26,111183,2,1
6485,45.84240697,8.99179243,6.607682257,27,1000,2,1
5134,45.84387923,8.932385914,10.7367015,25,1000,2,1
3868,45.8441539,9.028943009,1.532101735,25,1000,2,1
1161,45.84508565,9.015195251,0.019761826,25,1711,2,1
12236,45.84526552,9.015200425,0.355258401,25,1000,2,1
12466,45.84674493,9.012359202,0.281791841,4000,1115,2,1
2720,45.84706806,9.009845163,7.77530234,4001,1000,2,1
6815,45.84798018,8.939925994,1.134816777,4001,4625,2,1
4037,45.84873426,8.950104424,3.302812772,4001,1061,2,1
3349,45.85360795,8.979414605,3.057536967,4001,1000,2,1
1917,45.85381109,8.951918247,9.412336008,108,1000,2,1
10253,45.85648027,9.036524353,10.58164442,107,13850,2,1
1512,45.85667,8.941361523,3.43289259,107,2833,2,1
12646,45.86085371,8.971956411,3.882930698,107,1000,2,1
5941,45.86216205,9.006852526,3.659702421,107,138578,2,1
2265,45.86395691,8.973987812,0.732234692,107,1000,2,1
7450,45.86491125,8.980505139,1.130865987,107,8574,2,1
3991,45.86510442,8.970336807,1.079339428,107,2133,2,1
11781,45.86554751,8.980033668,1.076613132,2019,9832,2,1
2393,45.86600378,8.970361948,1.501440441,2019,4142,2,1
6275,45.86758341,8.983774277,0.689893759,2019,3906,2,1
691,45.86832482,8.977613283,200.9237446,2019,4631,2,0
5682,45.86905276,7.170662781,202.0677887,2015,2548,2,0
3736,45.86918198,8.987902059,0.214471109,2015,3539,2,1
12697,45.87005153,8.98617505,0.208571856,2015,3506,2,1
1301,45.87028677,8.988036335,0.122272573,2015,1000,2,1
12214,45.87042778,8.986945567,1.164624909,2012,1859,2,1
2896,45.87271863,8.97671919,199.9501961,2009,1346,2,0
4878,45.87311922,7.178523919,201.1654994,2012,6231,2,0
9197,45.87388195,8.987648561,5.730514737,2012,1000,2,1
12562,45.87435613,8.936114933,4.79522839,2026,1000,2,1
205,45.87536536,8.979227933,0.158653244,2026,1311,2,1
8618,45.87585979,8.980568553,3.507521691,2009,1000,2,1
7257,45.87589265,8.949024669,3.385088996,2026,1000,2,1
10947,45.87640579,8.979463286,0.129891438,2015,1000,2,1
11527,45.87742328,8.980058673,0.286782754,2015,1000,2,1
7824,45.87938992,8.978362119,2.454112992,2015,1000,2,1
2924,45.87994219,8.956298494,9.551954103,2015,1000,2,1
5242,45.88434618,9.042091083,206.5093127,2015,1000,2,0
9877,45.88482784,7.184908277,199.0190278,3000,1000,2,0
9710,45.89217971,8.974714594,198.3064626,2015,1000,2,0
6611,45.89473705,7.191303527,198.7501487,2016,10969,2,0
3670,45.89795519,8.978703716,0.047864999,2016,1866,2,1
10224,45.89838777,8.978651451,198.346514,2016,1217,2,0
7067,45.90140147,7.194880891,198.0305566,2016,22040,2,0
4777,45.9045717,8.975809707,5.485647445,2016,3421,2,1
3960,45.90885024,8.926657469,1.184503119,2019,3752,2,1
2966,45.91348469,8.917039045,0.320743495,2019,1586,2,1
11304,45.9136627,8.919918195,10.67013467,2019,9361,2,1
3576,45.9265572,9.015027963,201.9943269,2019,1000,2,0
2457,45.92774767,7.19844972,10.56502073,2019,3855,2,1
3897,45.93029223,7.103469757,67.21804964,2020,1000,2,1
9969,45.93427045,7.707963328,140.5024147,107,11847,2,0
8864,45.93497734,8.971531706,140.5591518,107,6478,2,0
8543,45.93535111,7.70745294,140.5274409,107,30271,2,0
5617,45.9353861,8.971246577,138.0259073,107,1000,2,0
539,45.93842562,7.729953414,137.652265,2061,7593,2,0
7013,45.93893169,8.967889873,0.595568154,2061,2695,2,1
642,45.94370764,8.965353743,0.086570842,2061,1000,2,1
1927,45.94401279,8.966071577,6.382936499,2061,3572,2,1
6571,45.94960588,8.908934975,189.0022816,108,8552,2,0
8643,45.95005184,7.209196678,195.0483088,108,6784,2,0
3167,45.95305643,8.963305739,1.30239536,4001,6577,2,1
9380,45.9542485,8.951652358,2.996218244,4001,1000,2,1
8938,45.95511551,8.978584382,3.507138869,4000,1000,2,1
5882,45.95575886,8.947050327,0.065618149,4000,1000,2,1
5200,45.9562952,8.947310208,125.956591,4065,1860,2,0
9660,45.95693069,7.814555546,124.7553589,4065,1779,2,0
12200,45.9614151,8.936498671,1.090530645,25,1000,2,1
7433,45.96397012,8.927021652,7.525647331,4065,1000,2,1
10322,45.96757024,8.859435407,0.397377566,26,1000,2,1
2203,45.96952452,8.856428301,0.368130344,27,1000,2,1
4770,45.96968073,8.859735378,7.857395439,4065,1458,2,1
3841,45.97069126,8.930391579,0.468990038,4000,3471,2,1
10920,45.97078309,8.926174826,133.866415,2061,4913,2,0
2040,45.97150344,7.722285444,128.6797071,107,4139,2,0
6303,45.97219997,8.879529647,5.263458895,2019,2306,2,1
8479,45.97335629,8.926851283,6.165145474,2019,1000,2,1
6132,45.97341934,8.871406833,6.339610715,2019,2357,2,1
8838,45.97573835,8.928374269,9.037994829,2016,8438,2,1
2311,45.97639842,8.847096245,11.08174997,2016,3429,2,1
7686,45.97688798,8.946755643,7.765633229,2016,117406,2,1
12020,45.97689382,8.876917626,5.921025843,2015,1000,2,1
1682,45.97897206,8.930127092,5.632017292,2015,1000,2,1
8328,45.98096319,8.879515358,4.154379678,2015,1000,2,1
12588,45.9821792,8.916857271,0.181895387,2015,1000,2,1
3777,45.98352524,8.917809979,3.023718897,2015,1000,2,1
10051,45.98567777,8.890700303,188.7519762,2015,1000,2,0
12441,45.98570287,7.193213,194.2300783,2015,1613,2,0
6719,45.98575096,8.939966058,193.8430067,2026,1000,2,0
2225,45.98637611,7.196694127,193.0534672,2012,2251,2,0
2646,45.98662822,8.93286565,10.62676194,2009,1000,2,1
1555,45.9867951,8.837297027,0.09466982,2026,1000,2,1
12273,45.98728959,8.836599816,16.58778586,2012,1000,2,1
8301,45.98775755,8.985776641,5.080025623,2015,1000,2,1
10095,45.98796257,8.940091322,1.40888963,2012,28227,2,1
5380,45.98819769,8.952759642,2.472126518,2026,1000,2,1
3102,45.98852162,8.930529577,1.108346341,2009,1000,2,1
7636,45.98862295,8.940496673,126.5778881,3000,1000,2,0
5094,45.98898638,7.802154433,118.2523764,2066,10240,2,0
6826,45.98914751,8.865623592,9.590187123,2066,13993,2,1
6704,45.98917235,8.951870213,9.632674272,2066,4668,2,1
2519,45.98935029,8.86524167,9.198472029,2016,10280,2,1
12291,45.98981862,8.947964223,0.454850419,2019,2787,2,1
2771,45.99073577,8.943975249,0.07628286,2019,1000,2,1
9903,45.99117856,8.944503753,0.11052377,2019,8635,2,1
11175,45.99123682,8.943511456,0.217846061,108,1000,2,1
7051,45.99148973,8.945454598,137.4249581,108,1000,2,0
6224,45.99180151,7.709562296,137.2908349,4000,1000,2,0
12726,45.99221664,8.944248369,132.2129817,4000,1000,2,0
10986,45.99288801,7.755228644,0.171786255,4065,1531,2,1
9844,45.99433466,7.755804876,125.3843714,25,1558,2,0
5535,45.99562326,8.883412898,8.577610837,4065,1000,2,1
2268,45.99629918,8.806275482,0.033837742,26,1000,2,1
4,45.99637474,8.805980474,14.60233641,26,100423,2,1
8056,45.99640304,8.937302437,0.143537775,27,1000,2,1
5550,45.99647418,8.936013485,0.938961658,4001,4334,2,1
10366,45.99679345,8.944451879,5.010948674,107,1000,2,1
9410,45.99682958,8.899387349,3.793989514,107,1000,2,1
1875,45.99688538,8.933507472,0.986386788,2020,1000,2,1
2644,45.99695614,8.942377986,0.030119336,27,1000,2,1
11713,45.99714242,8.942576748,3.250527052,25,1000,2,1
4398,45.99743928,8.913345527,0.963607123,4065,1000,2,1
2143,45.99827176,8.904718714,0.137918967,38,1000,2,1
4969,45.99899572,8.903705369,2.249933734,20,1000,2,1
1305,45.99915337,8.92393891,2.671752177,27,1000,2,1
4532,45.99924757,8.947966374,177.6841491,27,1000,2,0
46,45.99930428,7.350014432,177.4470239,4001,2863,2,0
162,45.99962704,8.945833825,0.423604193,2064,23651,2,1
5211,46.00114559,8.949335619,3.189960821,4065,1000,2,1
1440,46.00119772,8.97802358,0.090138753,4065,3260,2,1
2136,46.00135256,8.977227502,3.069068771,4000,3138,2,1
7199,46.0014026,8.949626747,135.3861123,4001,4681,2,0
10328,46.00154132,7.732070195,130.5864447,108,1000,2,0
10982,46.00166791,8.9064623,3.07690869,107,1000,2,1
9830,46.00215841,8.934129362,1.753573043,2019,3819,2,1
9599,46.00282967,8.949885676,1.310278073,2015,1000,2,1
2031,46.00330205,8.938111305,1.427069909,2015,1000,2,1
9157,46.00332827,8.950945227,0.172240889,2009,1000,2,1
5367,46.00334008,8.949396271,0.240032106,2066,3283,2,1
4011,46.00396007,8.95146623,0.037314162,2016,1467,2,1
100,46.00397357,8.951130922,0.080184704,12103,1000,2,1
5923,46.0041808,8.950439469,0.101942697,2016,6742,2,1
1698,46.00442659,8.949555412,0.215300572,2019,3032,2,1
4346,46.00444357,8.94761924,1.023463365,2019,6099,2,1
12345,46.00449461,8.938415151,1.498438925,2019,1008,2,1
6218,46.00475514,8.951888478,0.546038546,2019,1461,2,1
2079,46.00486897,8.956797833,0.624420192,107,59310,2,1
7303,46.00489959,8.951182369,0.066081037,108,1000,2,1
5717,46.00494354,8.950589676,0.235503726,4001,1000,2,1
11712,46.00496005,8.952707549,4.441954881,4001,1547,2,1
7787,46.00497342,8.992655007,4.486387848,4000,1000,2,1
7052,46.00498342,8.952307953,0.386351638,4000,1522,2,1
4374,46.00502662,8.955782235,0.640282508,4065,2162,2,1
1628,46.00503211,8.950024038,0.39485372,20,1000,2,1
3387,46.00504735,8.953575011,0.760622028,4065,1000,2,1
12321,46.00518418,8.946735909,1.085170112,2019,3369,2,1
5903,46.00525153,8.936976966,0.914531333,2066,1018,2,1
1102,46.00525871,8.945201541,0.080394392,2066,31737,2,1
6965,46.00525939,8.944478537,0.74082711,2066,3111,2,1
6679,46.00526902,8.951140948,133.3688523,2066,26548,2,0
9498,46.00555446,7.751726077,133.3386051,2066,2365,2,0
11285,46.00570454,8.950868952,0.486505547,4065,1000,2,1
2451,46.00580821,8.946494902,1.3338905,2026,1000,2,1
3761,46.00615077,8.958486093,0.888873259,2015,1000,2,1
6843,46.0062045,8.966479746,11.34466215,2015,1734,2,1
318,46.00674234,8.864456132,11.34351327,2015,1000,2,1
12536,46.00680743,8.966470778,13.53061829,2066,6876,2,1
7145,46.00704374,8.844787228,11.23031287,2066,6902,2,1
6888,46.0071763,8.945783773,1.708971601,4001,1150,2,1
1511,46.00731136,8.961152345,0.793658444,2016,40211,2,1
11406,46.00756957,8.954019362,0.409367489,2016,1331,2,1
3164,46.00761892,8.957700569,0.124992803,11102,3437,2,1
1411,46.00763973,8.958824468,0.634498656,11102,1000,2,1
6273,46.00767166,8.953118372,0.388548313,2019,2189,2,1
6515,46.00807476,8.95658991,0.594161321,108,1000,2,1
2754,46.00820965,8.95124815,1.227075824,4000,9548,2,1
1760,46.0085013,8.940216554,0.64695602,4001,2393,2,1
11355,46.00868449,8.946031954,0.916323577,25,1000,2,1
6514,46.00877178,8.954272199,4.894128535,4001,1000,2,1
796,46.00887896,8.910258371,0.895140495,27,1000,2,1
10146,46.00904336,8.918306924,2.39119582,27,1000,2,1
7452,46.00923549,8.939810627,2.768310289,4001,1480,2,1
778,46.00928759,8.964706587,0.612881182,4065,1000,2,1
991,46.00937117,8.959195432,2.36158067,27,1000,2,1
12540,46.00945812,8.9379574,133.3703258,27,1000,2,0
9659,46.00954833,7.738529248,136.1955382,27,1036,2,0
277,46.00980062,8.963365124,1.389391403,27,1000,2,1
1203,46.01031093,8.9508802,1.099646295,2061,5136,2,1
8291,46.01037137,8.940991023,0.0839804,2019,9358,2,1
10272,46.01045131,8.941742137,2.759947318,11102,1000,2,1
9153,46.01055801,8.966562715,1.66511149,2066,23772,2,1
9314,46.01072427,8.951588909,1.410529086,2066,1000,2,1
4827,46.01087697,8.964273205,0.950453241,2066,9328,2,1
8133,46.01089353,8.955725589,3.350976946,2066,1892,2,1
1485,46.01095374,8.925589588,3.753439298,2015,2488,2,1
6685,46.01103363,8.959344986,0.071781131,3000,1000,2,1
737,46.01152522,8.958919635,2.592934528,2015,1000,2,1
6737,46.01157681,8.93560087,1.229709303,2015,1122,2,1
8038,46.01174412,8.946658677,1.284159234,2026,1000,2,1
7975,46.01188574,8.958206551,0.97211159,2012,1000,2,1
72,46.01190234,8.966948945,0.16602072,2012,1229,2,1
11793,46.01211619,8.968426987,2.461540113,2026,1086,2,1
7213,46.01261272,8.946295259,0.23642429,2012,1000,2,1
8163,46.0131262,8.944230434,1.29858115,2009,1406,2,1
898,46.01327531,8.955907926,164.7823088,2009,1595,2,0
10128,46.01343052,7.473985028,164.6627682,2009,1000,2,0
7571,46.01362269,8.954832867,1.244193886,2026,1000,2,1
9496,46.01380435,8.966020732,0.735050344,2066,1026,2,1
9554,46.01384886,8.959410412,0.569468521,2066,1004,2,1
10094,46.01402252,8.964528892,2.823990379,2012,8351,2,1
8023,46.01416595,8.939132531,0.241406313,7000,2007,2,1
1685,46.01420898,8.941303134,2.389064582,107,1661,2,1
66,46.01451398,8.962786396,0.465702625,107,1000,2,1
8612,46.01461916,8.966973271,2.685993121,108,5155,2,1
2399,46.01484553,8.94281859,0.827330305,4065,1000,2,1
473,46.01532189,8.950244055,0.596356694,4065,1000,2,1
3522,46.0154297,8.955606162,0.524464286,4065,1000,2,1
9203,46.01642913,8.960218307,0.362344963,26,1000,2,1
9029,46.01671588,8.956971994,131.9755474,20,1000,2,0
2137,46.01703428,7.770087424,131.923822,2064,17683,2,0
2091,46.01717201,8.956506851,131.8935387,20,1000,2,0
10830,46.01723138,7.770359762,0.045363578,4110,1000,2,1
7469,46.01731352,7.769959997,132.4368925,2061,2544,2,0
4830,46.01737235,8.960993584,0.365462169,11102,1000,2,1
5737,46.01765191,8.964268643,0.772315483,7000,1000,2,1
9720,46.01905751,8.957463235,0.111895818,2016,4795,2,1
978,46.01935041,8.958427049,134.7344027,2016,10195,2,0
2486,46.01952925,7.746731468,65.30423463,2066,143866,2,1
2048,46.01968075,7.159436395,66.87668056,72,1000,2,1
10539,46.01994854,7.760872774,134.5651807,2066,116942,2,0
12612,46.02033999,8.971046456,0.173457078,2066,5652,2,1
7776,46.02048078,8.972600182,5.942917508,2015,3002,2,1
12118,46.02081838,8.919155281,4.286307921,2012,1000,2,1
8060,46.02113264,8.957701724,134.631138,2015,1147,2,0
7488,46.02124684,7.746934817,135.3928076,12103,1000,2,0
6524,46.02130993,8.964551587,129.7843521,1000,1000,2,0
2986,46.02146659,7.797372878,77.20665168,108,12718,2,0
5495,46.02162217,7.103036795,205.6147874,4000,1000,2,0
10154,46.02162994,8.952175003,1.698949825,4065,1000,2,1
2976,46.02164844,8.967454015,135.5874412,4065,1000,2,0
8082,46.02174744,7.748086865,0.447424842,4000,4762,2,1
9378,46.02249215,7.752042414,129.5377005,4001,1000,2,0
5454,46.02335685,8.917002628,5.430007821,2061,1906,2,1
7626,46.02336187,8.965835861,135.2800321,7000,1000,2,0
1059,46.0235344,7.749233316,123.3304865,43,1000,2,0
8047,46.02398543,8.858370938,123.3914577,12103,1000,2,0
12496,46.02479528,7.748685188,135.500612,43,1000,2,0
4324,46.02481793,8.967271468,3.649387141,43,1000,2,1
2271,46.0255645,8.934460028,1.813841675,2026,1000,2,1
8125,46.02558208,8.918147767,1.838237528,2009,1000,2,1
4491,46.02591252,8.934676211,3.158189717,2009,1000,2,1
12577,46.02628737,8.96307608,0.057455074,2014,1000,2,1
1660,46.02628937,8.963592782,2.979488613,2016,3745,2,1
5818,46.02654109,8.936798751,0.257220528,2019,58172,2,1
8238,46.02737954,8.934638883,201.4230108,4065,1000,2,0
574,46.02749178,7.123198231,40.41256759,2019,6847,2,1
12366,46.02787264,7.486636986,164.6414055,2026,1000,2,0
5573,46.02788569,8.967292718,3.759682663,2012,1000,2,1
11911,46.02803371,8.933481396,3.804676057,2015,1000,2,1
11369,46.02897802,8.967684952,134.9737526,2015,2778,2,0
2367,46.02914385,7.753836844,131.9859359,2066,1000,2,0
7018,46.02933068,8.940814868,0.8516298,2066,1006,2,1
4539,46.03039886,8.948400722,2.0262431,49,1000,2,1
10612,46.03092693,8.966615697,4.682524191,11102,1000,2,1
10325,46.03151738,8.924508784,3.465228519,107,1000,2,1
1258,46.03174069,8.955671552,182.9599557,4001,6571,2,0
3141,46.03189216,7.310273148,180.2030661,2009,1000,2,0
9688,46.03203597,8.930878249,3.520103084,4000,1005,2,1
3785,46.03232282,8.962534029,1.376012863,20,1000,2,1
10837,46.03355047,8.95021881,0.943697018,26,1000,2,1
7083,46.03402377,8.941744827,2.628229097,4000,1000,2,1
365,46.03550587,8.965335674,2.238596046,20,1000,2,1
3781,46.0361997,8.945215166,2.400160657,108,9135,2,1
2786,46.03652072,8.966798,3.103119915,2061,4591,2,1
11421,46.03752549,8.938908628,4.210818738,2061,6748,2,1
5528,46.03765347,8.976777219,5.579100696,4001,83524,2,1
1867,46.03775172,8.926603255,5.488038068,4000,1000,2,1
3713,46.03792558,8.975958068,0.258240397,2026,1000,2,1
6553,46.03900639,8.973895576,3.261531666,3000,1000,2,1
12124,46.04185681,8.944699372,2.137344563,2020,1000,2,1
11502,46.04280467,8.92550059,2.694140572,2016,3645,2,1
1923,46.04338272,8.901278333,0.035198726,107,1000,2,1
4133,46.04357495,8.901025079,5.05789217,4001,1936,2,1
9686,46.04473884,8.946497262,198.6958341,27,1000,2,0
5250,46.04836786,7.159586308,203.5036657,4064,1000,2,0
12254,46.04960402,8.989738333,4.69096766,27,1000,2,1
9829,46.0504828,8.947560379,2.308864187,27,1000,2,1
6363,46.05159536,8.926825371,2.574157995,20,1000,2,1
12828,46.05180001,8.949974448,200.7706344,4065,1000,2,0
5102,46.05181934,7.144400755,0.052905799,26,1000,2,1
5062,46.05228683,7.144294867,200.6601537,26,1000,2,0
11279,46.05315534,8.948874779,2.757358228,4000,5916,2,1
8187,46.0562267,8.924263577,8.30367314,7000,1000,2,1
6859,46.05681876,8.998938013,121.6676649,2016,1557,2,0
1945,46.05783007,7.904754873,116.2211431,2016,2161,2,0
10899,46.05862012,8.949956431,0.335325772,2015,1000,2,1
9135,46.06013078,8.947335875,217.2633527,2015,2468,2,0
3305,46.06038998,6.993439619,217.6977729,2015,3592,2,0
8326,46.06119405,8.951242564,2.561753564,2026,1000,2,1
7251,46.06145597,8.928205614,113.0910498,4065,1618,2,0
7495,46.0626791,7.911154088,116.5920078,3000,1000,2,0
6925,46.06336561,8.959690986,195.6433338,26,1000,2,0
767,46.06336719,7.200228215,64.68843705,2009,1142,2,1
12793,46.0663034,7.781978022,130.1398195,2009,1325,2,0
11028,46.06676639,8.952353447,224.2214144,2012,1000,2,0
4052,46.0677216,6.935882043,4.063863764,2064,6518,2,1
11497,46.06817597,6.972426465,104.8802817,2015,1133,2,0
6964,46.06851641,7.915637439,0.07640074,2066,3784,2,1
8869,46.0689369,7.916183916,115.3626663,2066,2789,2,0
2841,46.06932196,8.953665229,130.0482646,2066,1000,2,0
5321,46.07101957,7.784114293,127.2345106,2066,1000,2,0
5198,46.07325819,8.928359593,196.9222062,3000,3398,2,0
3506,46.07467438,7.157396201,199.8664249,3000,1000,2,0
2115,46.07478549,8.95483814,211.7928417,3000,1000,2,0
4549,46.07511025,7.050139381,18.30494434,11102,1000,2,1
3836,46.07705234,7.214748421,193.683628,107,1241,2,0
5574,46.07724517,8.956587125,201.0153543,26,1000,2,0
3067,46.07733323,7.148812615,8.164002333,4065,1000,2,1
7622,46.07824543,7.222227673,0.847430477,26,1000,2,1
8619,46.07877924,7.214624969,6.220366718,26,1000,2,1
3174,46.08001947,7.27055254,197.4542177,4000,1814,2,0
8240,46.08045487,9.046300929,125.521713,2019,3192,2,0
6887,46.08155243,7.917457566,94.25090909,2026,1000,2,0
4673,46.08249906,7.069839296,0.036258822,2026,1000,2,1
12733,46.0825451,7.070162162,209.9084935,2015,123410,2,0
5704,46.08267061,8.957914593,111.392486,2015,1000,2,0
876,46.08480007,7.956140113,72.84305899,3000,1000,2,0
4151,46.08480173,7.301046745,0.123707906,20,1000,2,1
1740,46.08514486,7.30210594,184.3318742,2009,1000,2,0
6554,46.08549673,8.959842274,4.461612902,2012,1415,2,1
1694,46.08601302,8.919721267,156.2007171,107,4608,2,0
3096,46.08740739,7.514975147,50.73379575,2066,2122,2,1
6547,46.08874995,7.058717104,0.305130466,2012,1000,2,1
3648,46.09040356,7.060916418,1.190454718,74,1000,2,1
2046,46.09062793,7.071620119,20.1512652,2019,1000,2,1
3482,46.091092,7.252844216,190.006898,26,1000,2,0
4162,46.09118601,8.9616173,210.3923849,26,1000,2,0
5686,46.09241116,7.069513514,18.53597464,20,1000,2,1
5726,46.0932941,7.236209237,0.277754659,26,1000,2,1
5655,46.09339751,7.233713437,192.3530962,2061,2848,2,0
6735,46.09362463,8.963586376,3.913046227,4501,1000,3,1
9737,46.09412208,8.928398937,207.223563,4501,1000,3,0
8234,46.09451853,7.064792703,195.7742969,2009,1000,2,0
1070,46.0950757,8.825433168,195.3050001,2009,1000,2,0
520,46.09563895,7.069013194,96.6832091,2009,1000,2,0
4425,46.0960522,7.938506086,95.70196331,2026,1000,2,0
9729,46.09822238,7.077840342,0.679193921,20,1071,2,1
40,46.09842751,7.071735597,98.33312033,2066,5203,2,0
11855,46.0988697,7.956066486,112.391565,43,1000,2,0
9803,46.09901508,8.966828103,194.1610329,4065,3095,2,0
10662,46.09917511,7.220695991,1.005115452,4000,5382,2,1
8095,46.09930925,7.229734232,4.243117871,27,1000,2,1
11763,46.09935585,7.267893479,0.023813247,11102,1000,2,1
4012,46.09957174,7.2678928,5.652308771,107,1000,2,1
9179,46.09965375,7.217060431,15.93585513,2012,1000,2,1
11533,46.10076394,7.073750076,78.5770183,2012,1000,2,0
7895,46.10081527,7.780410177,132.211317,2012,1198,2,0
3618,46.10132827,8.969415008,209.9145577,2012,1000,2,0
5493,46.10142786,7.08160804,0.933216037,2012,1000,2,1
1751,46.10142788,7.073215426,208.8926288,2011,1000,2,0
11152,46.1015836,8.951831964,21.03274457,7000,1000,2,1
6650,46.10169599,8.76267998,18.62652669,2066,71831,2,1
11212,46.10242977,8.93019079,204.4540118,4000,1536,2,0
496,46.10283515,7.091491732,1.030578042,26,1000,2,1
1167,46.1034179,7.08224158,0.45062168,26,1000,2,1
11917,46.10404223,7.086246478,77.99077148,26,1000,2,0
5498,46.10415755,7.787634327,117.5242386,26,1000,2,0
3746,46.10443867,8.844555161,197.006863,107,4272,2,0
11707,46.10490793,7.072829938,206.4976827,2061,1000,2,0
8604,46.1053396,8.929908165,208.5876414,107,1000,2,0
11981,46.10556485,7.054034452,97.19691007,2009,1000,2,0
3120,46.10597487,7.92814717,116.2593937,2009,1000,2,0
6651,46.1062726,8.973692975,209.0535878,2014,1000,2,0
3528,46.10637701,7.093628895,92.42717806,2009,1000,2,0
5883,46.10707762,7.924846187,0.160220972,4065,1000,2,1
624,46.10742241,7.926246035,94.85330344,7000,1000,2,0
2914,46.10801266,7.073209984,211.6301764,7000,1000,2,0
10912,46.10848441,8.976445827,210.3627558,2066,2184,2,0
963,46.1093535,7.084608309,94.24570856,2026,1000,2,0
4843,46.11003238,7.932180062,96.83782711,2026,1000,2,0
9121,46.11015924,7.061296569,96.88503847,7000,1000,2,0
6771,46.11115499,7.932604094,102.9895364,43,1000,2,0
11270,46.11128399,7.00639695,55.42381415,43,1000,2,1
5077,46.11322189,7.504831578,164.0376571,4000,2416,2,0
7401,46.11361754,8.980057619,218.7750222,7000,1000,2,0
10214,46.11454597,7.012566791,199.2583196,3000,1000,2,0
3241,46.11591568,8.804539397,19.76762763,4000,1776,2,1
7352,46.11608794,8.982313862,186.3188409,4060,1000,2,0
7370,46.11687764,7.306708452,156.1855256,2028,1000,2,0
10995,46.11974102,8.711315767,136.3921665,2033,5237,2,0
2038,46.12136371,7.484712597,166.8078376,2028,1000,2,0
1245,46.12163151,8.984851498,116.7144754,137,1000,2,0
12448,46.12213631,7.935213122,80.40171572,100,1000,2,0
6558,46.12219583,7.212143123,0.761138428,2015,1773,2,1
1781,46.12238034,7.218985758,196.5419499,2015,1624,2,0
3391,46.12420872,8.986529051,7.363666567,2012,1000,2,1
5929,46.12479205,8.920308513,199.8047107,2012,1000,2,0
9031,46.12497748,7.123421589,30.17918879,2012,1000,2,1
4463,46.12583465,7.394828223,44.06425365,2012,1000,2,1
10467,46.12707663,7.791105664,125.8765908,2012,1000,2,0
12342,46.12941538,8.923138677,7.197986646,2012,1000,2,1
12720,46.12994861,8.987869583,207.1968295,4065,2856,2,0
4200,46.13024294,7.124503751,8.805294241,27,1000,2,1
8236,46.13236882,7.045343944,216.1243512,4064,1000,2,0
5056,46.13273129,8.988996896,30.08691581,4064,1000,2,1
3217,46.13299385,8.718418886,22.37791762,4064,1000,2,1
5126,46.13314083,8.919668282,0.042825501,4064,1000,2,1
1767,46.13334345,8.919997319,200.2060725,4064,1000,2,0
3142,46.13390806,7.11950094,208.7462578,27,1000,2,0
9364,46.13410834,8.996801127,21.28003597,4065,1000,2,1
10151,46.13423169,8.805425205,165.5566915,4065,1000,2,0
5149,46.13452908,7.316538137,0.125097997,4001,1000,2,1
4854,46.13548194,7.315927827,34.25498807,2015,1000,2,1
4249,46.13839447,7.6239768,151.7959252,2015,1084,2,0
6718,46.13854201,8.989110344,194.2938144,46004,1000,3,0
12552,46.13901948,7.241784156,36.92261783,46004,1000,2,1
587,46.1397157,7.573836518,31.158547,239,1000,2,1
7783,46.13992607,7.29362105,4.377227558,239,1000,2,1
8654,46.13993416,7.332986402,23.63597438,239,1000,3,1
3834,46.13996473,7.12042298,199.6132747,2065,1000,2,0
8667,46.14065297,8.915588158,8.227676567,45022,1000,3,1
11005,46.14134275,8.989578294,205.2042472,45022,1000,3,0
3159,46.14199938,7.144132277,113.194944,45022,1000,3,0
8277,46.14270882,6.126145932,311.6206812,45022,1000,3,0
1614,46.14335178,8.928617974,2.372100629,45022,1000,2,1
8476,46.14374293,8.949947288,2.97022046,2068,1000,2,1
10781,46.14392655,8.923236069,146.7237559,45022,27317,3,0
3061,46.14448879,7.603717749,149.095044,45022,1000,3,0
12136,46.14511053,8.944561551,212.6389925,45022,10272,3,0
11093,46.14574383,7.032253252,0.803408356,45022,1000,2,1
8318,46.14603055,7.039472871,13.93755454,45022,1228,3,1
4973,46.14681933,7.164813867,199.3724532,46004,1000,3,0
5712,46.14685833,8.957813414,317.7038243,304,1000,2,0
6991,46.14695224,6.100634281,125.5109436,26,1000,2,0
10365,46.14727298,7.229381269,153.27108,27,1000,2,0
1724,46.14767124,8.60778115,284.638095,108,106399,2,0
389,46.14776324,6.047969265,284.6142116,4502,1000,3,0
